tweet,class
@MichhelleAshley its the truth... We dont love these hoes &#128581;,1
@xDSmooth I bet I fuck yo bitch tho,1
"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",2
@Midnight_Snacka @Nick_504_ u look like that fat kid on Charlie walker the that got stuck it the chocolate tube.,2
RT @Swagdollz_x: Back in the day when Drake was Aubrey/Jimmy and he made that song with his bitch girlfriend I said he was gonna be a rappe&#8230;,1
@tcthegreat1 it's yo fault taking a nig out everyday,1
when ya name gain weight ya ex bitches cant let go,1
Amo hangs http://t.co/h8UQDrjeCb,2
"If ever sports seemed scripted , this ending to this Yankee game proved it",2
I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh,1
"@Swagner_813 come see me. anyone named ""swagner"" is obviously a pussy",1
"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",0
@iAM_tRoyal5 @TeflonDon4200 @Bossman_Carl Mammy push you out and had a white baby like a bitch,1
My sex game better than yo ex niggah,1
@StephyRae7 Will NEVER happen faggot. Got complemented on it today at golf by @GabrielaAngela4 several times. ;),1
"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52",1
"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",2
Every pussy the same but I feel like I ain't get enough,1
Like a skinny model boney bitch,1
&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans,1
When the teachers aid trys acting like she's the teacher... bitch please,1
If a chick wants me to eat her pussy then leave I'll accept gladly. Lol,1
@kortneyalexis fuck yo bitch ass,1
RT @Killa_Rilluh: Instagram always be acting like a bitch bruh,1
That nigga Tannehill trash lmao Dolphins trash,1
RT @karlos_budah: I kno this bitch a thot she wanna meet my momma now,1
"@MorganSmith_20 @clint_dempsey @TRAEABN bitch you said you don't even like trae , fuckin poser!!",1
"She say she want a nigga like me
But that bitch mad cause she can't be my wifey",1
I hate when people tweef and then delete the tweets. like yalls some hoes for that . I'm trying to read them,1
"the rams really dont wanna be trash, jeff fisher really bout it",2
"RT @lovexlilyy: don't play games with a girl who can play better, bitch.",1
"RT @JadedByPolitics: @Coondawg68 @velvethammer so damn stupid, someone needs to sit that bitch down &amp; explain to her that #Communism is a p&#8230;",1
"""@G27Status: I could go for a fat ass bitch on my lap"" same",1
"Its funny how bitches nag me, they jus mad they cant have me",1
"@saucygyro bamoose the prophet was right ""thy hoes ain't loyal"" http://t.co/wOxmzRZbrb",1
@bongwynnn wow what a faggot,1
Elizabeth is a.stupid hoe.,0
@keshhh got bitches that look like Bulldogs instead lol,1
ima groovy type nigguh,1
"HAHAHAHAHAHA RT ""@itslostdory: 1st i stop swimmin den i fuq ur bitch""",1
"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?",1
"RT @ThatsSoRyannn: &#8220;@zzachbarness: ""IBS"" irritable bitch syndrome.&#8221; I have this",1
"RT @YoungCoke__: ""@1stBlocJeremiah: @1stBlock_Rody yu ah hoe""lmfao,",1
I'd drive me crazy to have to be at that ghetto ass school everyday.,1
"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;",1
"@phalaenadispar 
How day feel bout colored folk?",2
This hoe loud...,1
Jealous niggas usually send the hate threw the bitches,1
Its not always good to have haters... sometimes you're just a stupid bitch (._. ),1
"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;",1
Oreos are my life,2
So just chill hoe,1
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1
A squad of dyke cholas fear nobody. They worse than the cartel,2
@Crewz76 I miss Tupac rap offs hillbilly,2
How many times you hoes look at my picture a day &#128557;&#128557;&#128557;,1
"@teenagesleuth .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!",0
Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;,1
Im trying to come back as a fine ass bitch next lifetime....,1
@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!,2
@Benny_Balboa not to yall thou! Yalll fucking glad bag trash,1
RT @lexxxilove: I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.,2
@SAMMI_boyden idk let's do some redneck shit. ask samuela.,1
I don't know what hoe activities consist of bc I don't partake in them. Shit it's so many I damn near can't tweet without being a hoe,1
"RT @thejudyann: And if you ain't a hoe, get up out my trap houseeee!",1
Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies,1
i wouldnt for michaelangelo RT @DerekIsNormal: YAAAAAAASSS!!! RT @TheYelloNegro: These hoes out of control https://t.co/t4waR9G8cT,1
@mingtong007 you still are a cunt,1
RT @JFlocka: Need a down bitch to bring me pizza,1
@chrisrmz95 dude was a bitch nigga and took off running,1
Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!,1
RT @dreaF_: &#8220;@VoiceOfDStreetz: Ross got Amber Rose naked these hoes ain't loyal wiz&#8221; that ain't Amber Rose tho,1
RT @SaertjeMirror: I am a zebra amongst the sheep.,2
"@DrMalvo @_Rotten__ 
Who is da ""we"" whitey?",1
This student call me to bitch about her grade. I tell homegirl I'm seeing an assignment here as not submitted.,1
@TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot,0
"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",2
"RT @RappersSaid: When Kanye said ""I don't need your pussy, bitch. I'm on my own dick."" http://t.co/6eeLUmjbme",1
RT @iGottFanss: Not all black girls are ghetto&#128530;,1
"RT @djvlad: ""if your sis is a bitch, brother is a jerk,
leave 'em both alone and continue with your work"" - Q-Tip",1
Niggas are funny. &amp; karma is a bitch. Good morning .,1
This hot ass black girl from twitter goes to WOHS lol. That's cray. I thought she was some alias ass bitch from miles away,1
"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",0
Mint Oreos &gt;&gt;&gt;,2
Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29,2
RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,2
&#8220;@CiscoAllDay: Fuck all the Heat bandwagon riders... We know who you are&#8221; u sound like the hoes mad they man cheated with a fat booty bitch,1
Lmao trifling ass bitch!,1
@CuteCIothes @xo_shelbie go buy them bitches,1
"RT @vodkapapixo: ""@Weed_Cloudz: ""6 God"" by Drake is trash"" thank you",1
@rednexican69 sounds like a bad bitch.,1
RT @Its_NydiaMarie: Fuck your bitch make her call me Papi &#128586;&#128527;,1
RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch,1
This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you,0
&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?,1
"RT @MrBrenBren: ""@1waynostra: These bitches crazzzyyyyyy"" maaannnnn",1
"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;",2
RT @drunksixthgrade: dont mind me im just over here tryin to teach ur bitch how to dougie,1
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,2
&#8220;@PrettyxEyes: FYI http://t.co/R9JUoT4bGQ&#8221; my favorite type of bitches.,1
Dis hoe got uh dinguling nose &#127814;&#128514;&#128514;&#128514;,1
"It's not ""pears"" bitch, it's PEAR.",1
You can't play me for a fool my niggah,1
Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it,1
"RT @gucci10I7: side hoes shall only eat side dishes fo ye are what ye eats
-traprinthions 10:17",1
RT @fvckteej: I feel like eating pussy right fucking now,1
@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times,1
Stupid bitch &#128545;,1
August alsina : ghetto &#128158;,1
"Jenna came for one pair of shoes. Took two pair &amp; four shirts. ""In case."" Her retarded ass is going to work. Lol",1
RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,1
RT @Steven_ratata: @savanigga @CheersToKellin sav you are so nicee love you too twat! :),2
@FightNightX @NMF4Life khan has been facing nothing but trash since his L to Garcia,2
Crew neck ass nigguh,0
"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim",0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | 21 year old hairy pussy cumming on fingers http://t.co/KvgoxkN9vG",1
RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.,1
RT @Gezzy504: Niggas don't mind sharing hoes,1
"I'm flipping thru the tv saw the bachelor on stooped for a second and all I can say is ""all them hoes garbage""",1
"""Walked in that bitch like, NIGGA WE MADE IT!""",1
@xloyalTOme - bitch I'm up for sale every weekend &#128553;&#128557;,1
@ClicquotSuave my nigga what her pussy smell like?,1
Only fw bad bitches iont do no mediocre...,1
My bitch won Ralphy for me. Thanks &#128139; http://t.co/AAKwohDfGv,1
"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",1
@lucioxnava how about darkskin dykes?,1
RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,0
Weazy bitch birdman jr http://t.co/wXNX94BzoC,1
Obama's Hellfire missiles tend to vaporize Jihadis @BemetOr8 @PureMonotheist #UniteBlue,2
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,0
@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament,1
You got my name In your mouth but I got your bitch on my dick &#128586;,1
When I was in HS we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped,1
The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.,1
&#128563; RT @Pr3ttyN33: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;my co worker was messing with Omarion bm &#128553;,1
"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",2
RT @trackinBlackKev: @MichelleDBeadle shut the fuck up dumb bitch,1
Plot twist I fucked your bitch,1
@UnicornCowboy @Lvl_7_Eevee don't ignore me faggots! ;c,1
Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke,2
&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now,2
"37- no, i dont like hoes",1
"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",2
#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,2
RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy,2
"@firemunky When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. He's the MAN!",1
"RT @Faceyspace: My personality test results basically say ""bitch you is crazy"".",1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq,2
@kieffer_jason @C_janacek07. No the fuck it doesn't it's a fucking song wtf r u talking about. Yes the fuck I can bitch,1
The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl,0
@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches,2
@HazelEyedBarbi She walks away!? What a pussy.,1
"when Em said ""I'm on my straight grizzly, so why would I buy you a gay ass teddy bear bitch youre already bi-polar."" http://t.co/FQquXTxHBo",1
#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,2
&#8220;@Magssca: @Adrienne_Bailon bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;,1
RT @itscoleharmon_: you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,1
Lmaoo tony spanked it maaad times to that bitch voice,1
"RT @kreptplaydirty: Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL",1
"People talk shit on Twitter but when they see you in person be looking. Like bitch wtf you looking at. Yes its me, yeah I'm cute..",1
@kieffer_jason @sbsylvester where y'all be at oh we going fight come to town east bitch,1
RT @magicjuice: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh http://t.co/AnAX2lzcRi,2
"RT @tic14tac: Guys be like ""Man, fuck that bitch!"" &#128563; But deep inside, they miss that ""bitch"", still love that ""bitch"", &amp; want that ""bitch"" &#8230;",1
"&#8220;@Thatindianbruh: Food &gt; Pussy 

but pussy = Food 

so food &#8805; pussy.&#8221; http://t.co/ZJ3zyduxkO",1
"I""M THE MOTHER FUCKIN"" #UGLY&gt; #badguy&gt; #bitches&gt; #EliWallach TYPE SHIT #BreakingBad is a joke about #noose RIGS #LeeVanCleef #sports&gt;",1
Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!,0
"@GingerDemoness @jcapswgr 
All dem colored boys be sayin I dare baby daddy. I gots to protect my semen under da lock and key. And I wrap 2x",1
I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,1
This nigga solving rubik cubes doing magic tricks &amp; he still ain't getting no pussy &#128514;&#128514;&#128514;,1
RT @gorgeous__gab: People person so you know lil gabby got hoes &#128129;,1
Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,2
RT @xDSmooth: This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;,1
""" pimps up pimps up hoes down "" Future voice",1
"@STACCS_WNT_FOLD you tell me, coon.",0
Come for the brothas and other MOC about culture differences like... bitch plz,1
TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome,0
Bt bitches &amp;&amp; niggahs always had there hand out,1
RT @WeAllKnowA: We all know a double faced bitch named Madison,1
Man I'm tryna give Chief Keef's mixtape a chance but this shit trash,1
Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT,1
Fine ass fat bitch... #TwitterLurking,1
I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;,0
"RT @MyThoughts_0: Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ...",1
"RT @_naptural_: ""@NoBeeetch: When you drop all your hoes for the wrong one and you gotta bring em back http://t.co/vUBKmFQyAJ"" LMFAOOOOOOO",1
RT @jeffgallardo9: &#8220;@Sonali1123: Guys with colored eyes &#128525;&#8221; http://t.co/hwiPlPuxpQ,2
RT @Krislisisms: Hot 97 trash.,2
I should've thrown a whole roll of pennies and made her month that bitch.,1
Fucken pussy,1
@Brandi_Nicolee get that degree first bitch,1
"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",1
RT @Mikey_D15: This Sam guy is a fucking pussy.,1
&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha,0
we don't pay hoes... we don't save hoes,1
RT @kep0ne: @quanb24 you bitch ass nigga,1
"RT @MensHumor: Monday, what's up you ugly bitch?",1
Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,2
Fuck what a bitch saying the hood love me,1
Leg day made me it's bitch.,1
Winking emoji? I'm about to fuck her right in the pussy,1
"RT @SunnyIgnant: Just a week ago, yall hoes wasn't sucking dick now yall all pros at it huj",1
"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501",2
"Oh, bitch!!! #Scandal",1
RT @thirlrection: I will fight a bitch for Austin that's my gringo right there ain't no one messing with my white chocolate drop,1
@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,2
"RT @HornyFacts: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a&#8230;",2
Idgaf about these money hungry bitches,1
@cass_uhhh_deee do it pussy,1
@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,0
"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line",2
RT @asaplex: This bitch jus blew my high and I was off all of these drugssss,1
RT @godlevelshit510: Why Adonnis look like he bout to sell the most ghetto used cars of 2014 ? http://t.co/icjCf6km8V,2
&#8220;@VINNYGUADAGNINO: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga,1
Only ounces and up niggah,1
Yaaaas bitch yaaaaaas,1
Karmas a bitch I guess you should of loved the old me.,1
RT @rhythmixx_: @Weyheymariam @jaymcnuggets that's how I drive you bitch http://t.co/drK5C0txtQ,1
When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,2
"RT @rappersaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy."" http://t.co/wL3mtG&#8230;",1
&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish,1
It ain't nothin to cut a bitch off,1
I love when my friends let me use their phones to stalk the bitch that blocked me on Facebook.,1
&#8220;@Xenoss_: ''single af'' we don't care you're ugly anyways&#8221; @ me pussy,1
Free that hoe &#128175;,1
"RT @linnyitssn: No teabaggers, 9/11 is not about Benghazi, it's about those planes and those towers. Stop watching Fox News.",2
"Pistols and bad bitches, hustlers and bad business!",1
RT @OITNBHumor: Guess who stole/fucked yo bitch? http://t.co/0YZGrtegAq,1
RT @Shirleeey___: &#8220;@Satisfied_x: At this Hispanic church. Jesus please respond to her&#128514;&#128514; https://t.co/JG0oL54Ney&#8221;&#128128;&#128514; you a hoe for this,1
RT @therealQuilly: A bitch will fuck wit a dead beat dad as long as he cuttin her checks&#128546;,1
Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!,1
"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",2
"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",1
Why these hoes always tryna be Bitches? Don't they know that hoes can't be bitches.. cause they hoes! @yuckhalin,1
"@BittyTang not sure. I think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow",1
deans crying because she needs to pee peter keeps saying nigger,1
There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,1
Just got rich. Took a broke nigga bitch,1
smells meaty up in dis bitch,1
@heyrmbr probs that fag Vhia,0
My boy @RyanBowersOB got the hoes now!,1
"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;",1
These hoes ain't shit I ain't tripping off a Thot... ion like conversation you gone let me fuck or not,1
RT @Things4WhitePpl: Being pussy-whipped http://t.co/55BxG7PBNG,1
"One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires http://t.co/ilTShXLYjd",2
@TODDIE_soPLAYER well since you is blood you get a G pass but only this time and I won't tell wop about that lyric situation,2
@TristenGQAss the way he raps about fucking my bitch &amp; banters about having more money than me is so entertaining it's crazy @KingL,1
"Just once in my life I wanna see someone on family feud look at their family member and say ""That's a horrible answer! Are you retarded?"".",1
@HarveyLevinTMZ sal tryin 2 pull a K. Ferderline..lazy ass son of a bitch,1
@InnerSlutty I got u bitch,1
"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em",0
@beejohns1 is gonna find himself a redneck girl one of these days &#128143;&#128514;,1
"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke",2
Niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch,1
tell me why nick cannon bout to invite wiz to wild'n out an hit him wit the i fucked your bitch diss haha,1
Girls be looking for reasons to do hoe shit,1
@shefeelsD_Payne nigga don't be telling my business on this hoe lol,1
"i am one of those people who needs reassurance so damn often, that i'm not the ugliest bitch in the world.",1
&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas,1
"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies",1
I take shots wit no chaser I get bitches I don't chase em,1
@EVBY_HATES_ASH that bitch wants everybody out though.. thats the same shit she did to me at one point,1
"These hoes be flawgen i swear bruh, a nigga dont want yall",1
@syd_renae okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah,2
I don't respect money ... Respect real niccas!,1
"@BarnabyEdwards @Bsilverstrim77 ""Dear Daily Mail, you misogynist pile of twats!"" https://t.co/rUYeOnusSt",1
Gillette is for pussies,1
If that's yo hoe ... That's my hoe 2,1
"I love me some fresh pussy, all you can eat buffet.",1
Broke bitches on my tl...,1
Oh my god oh my god.. I'm going to a bitch mob party today oh my god,1
RT @MickeyChristmas: Time to go to the studio and make really good music so I can act like I don't know the bitches that flexed on me since&#8230;,1
@TheOneMiss_Luu no he's an asshole &amp; is like I have neck problems &amp; can't sleep that way &#128544; u lil bitch,1
RT @FamousNileEarls: Stoner Chicks &gt; Drunk hoes http://t.co/JctTrNURM0,1
"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat",1
RT @jfkirtley: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12,2
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA,2
RT @RabehChararah1: They claiming bitches them my old hoes,1
RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,2
The fuck does a yellow cloud do?,1
RT @prettykells: &#8220;@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
Nike DC is trash.,2
"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches.",1
Still can't see what niggers see in them white hoes....,1
Dese bitches actin like they loyal give dat hoe a Oscar &#127942;&#128564;&#128530;,1
All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.,2
"RT @LexaTaughtYou: @hedge_brandon calm down bitch.
Touch my boobs &amp; ill it your dick off &amp; staple it to your forehead, since you wanna be a&#8230;",1
"I dont mind gay people but the flamboyant ""hey look at me Ima faggot"" kinda gays annoy me. bruh just play wit ya booty in peace. ion care.",1
RT @Harry_Styles: A bird pooped on me.,2
"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl",1
@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,2
".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces",2
RT @JoeBudden: Or the &#8220;I was sleep&#8221; curve.. Really bitch ? U slept from 1am to 11pm huh.. Smh,1
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",1
@wednesdaydreams I wanted to see that but I like trash sometimes lol,1
Early bird catches the worm &#128076;,2
Chris bosh made danny green his bitch last night,1
""" hoe what its hitting for """,1
You know the head good when it feel like she has a pussy stuffed down her throat,1
"RT @sportspickle: Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons&#8230;",2
"A wise man once said ""Damn I hate a bitch that like to argue nd shit""",1
@trestiffer lil b already to puff for the hoes,1
RT @_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,1
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,2
#WestVirginia is full of white trash.,0
When i die bitch fuck my hologram doe* there taylor,1
She know that im that niggah,1
@PablyAndrew it was Paul McCartney faggot,0
If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?,1
RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill,1
This ignorant bitch on msnbc said police have no training on their weapons. SMH,1
"&#8220;@hippiescrub: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""&#8221;",1
@MakeAnothaHov T.o. was a faggot crybaby,0
Nobody is going to say anything about how unloyal Sterling's side bitch is?,1
RT @madstatic414: @SauleWright @GQ_Blu Lana......it ain't nuttin' ta fuck that bitch dawg! #FROHorsemen,1
"RT @OxDictionary: I got bitches""

Definition: I'm with some female friends who don't know that I'm referring to them as bitches.",1
Chicago hoes love pink lipstick &#128530;&#128533;,1
hey shawnda.. I'm rich bitch!!,1
Charles Tillmans' eyes are more yellow than corn,2
@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe,1
"""@XoXo__Angiee: Bruno fag boy"" you love me.",1
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",2
@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro,1
&#8220;@RudeBoi_Drew: I'm finna eat some pussy&#8221; lmao,1
@GrizzboAdams ight nigga haha fucking queer has to clear his schedule,0
"@garrett_winker bitch. What I like pussy go away u doing to much talking too much, I talk with my fist and u can get and yo dad little fuc",1
Don't put too much effort into these bitches if you ain't gettin none back. Give them exactly what they give you,1
When hoes be sayin they sexually frustrated or need some dick http://t.co/UaVDkZBAut,1
Holy sheep shit I haven't been on instagram in a coons age Im seeing pictures from like 20 weeks ago haha,1
5thharmony user followed then unfollowed me what a prude ass hoe,1
Id light that bitch on fire starting with that ratchet ass weave,1
can't get over how many hoes i flexed on last night ://,1
RT @JoseCanseco: I do not have bitch tits,1
But Carl is a bitch &#128526;,1
@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic,1
@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.,1
Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,2
Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;,2
"@cuunthiaaa @Fvnxy he's the ""fuck her right in the pussy"" guy",1
RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol,2
@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch,1
Yeezus was fuckin trash,1
@CsSalazar15 see bro pussy changes you &#128514;&#128514;&#128557;&#128527;&#128527;,1
Never let them hoes get in between of what we started,1
it's everything to cut that bitch off,1
"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",1
RT @SukMySweetness: He rip that bitch &#128175;,1
